,ID,Survey,Year,Month,Day,HKey,x,y,LonDeep,LatDeep,LonShallow,LatShallow,mean_CorDepthM,mean_bathy,mean_depthdiff,NumQuadrats,PYC
3991,52_12,PAC 2015-52,2015,8,24,52,703808.1286,954708.4998,-130.4821667,53.51295001,-130.4781667,53.51401666,10,10.13163662,0.13163662,1,0
3992,52_13,PAC 2015-52,2015,8,24,52,703826.8497,954715.5322,-130.4821667,53.51295001,-130.4781667,53.51401666,8,7.231595516,0.768404484,1,0
3993,52_14,PAC 2015-52,2015,8,24,52,703845.5709,954722.5647,-130.4821667,53.51295001,-130.4781667,53.51401666,4,5.164906025,1.164906025,1,0
3994,52_6,PAC 2015-52,2015,8,24,52,703695.8017,954666.3051,-130.4821667,53.51295001,-130.4781667,53.51401666,14,13.83093548,0.169064522,6,0
3995,52_7,PAC 2015-52,2015,8,24,52,703714.5228,954673.3375,-130.4821667,53.51295001,-130.4781667,53.51401666,12.875,12.63077927,0.40191555,3,0
3996,52_8,PAC 2015-52,2015,8,24,52,703733.244,954680.37,-130.4821667,53.51295001,-130.4781667,53.51401666,11,11.06725693,0.067256927,2,0
4017,53_11,PAC 2015-52,2015,8,24,53,702631.434,957439.0257,-130.5002833,53.53595002,-130.4999667,53.53728333,-3,0.171279594,3.171279594,1,1
4018,53_3,PAC 2015-52,2015,8,24,53,702599.9086,957286.1827,-130.5002833,53.53595002,-130.4999667,53.53728333,4,3.06308794,0.93691206,5,0
4019,53_4,PAC 2015-52,2015,8,24,53,702603.8493,957305.2881,-130.5002833,53.53595002,-130.4999667,53.53728333,3,2.976056099,0.023943901,7,0
4020,53_5,PAC 2015-52,2015,8,24,53,702607.79,957324.3935,-130.5002833,53.53595002,-130.4999667,53.53728333,2,1.748376966,0.251623034,2,0
4021,53_7,PAC 2015-52,2015,8,24,53,702615.6713,957362.6042,-130.5002833,53.53595002,-130.4999667,53.53728333,1,0.95414865,0.04585135,1,0
4050,54_10,PAC 2015-52,2015,8,24,54,699390.3236,959168.0172,-130.5525833,53.55066668,-130.5483,53.55136668,9,9.606795311,0.606795311,1,0
4051,54_11,PAC 2015-52,2015,8,24,54,699409.143,959171.9278,-130.5525833,53.55066668,-130.5483,53.55136668,8,8.254743576,0.254743576,2,0
4052,54_12,PAC 2015-52,2015,8,24,54,699427.9625,959175.8385,-130.5525833,53.55066668,-130.5483,53.55136668,7,7.303373814,0.303373814,2,0
4053,54_13,PAC 2015-52,2015,8,24,54,699446.7819,959179.7491,-130.5525833,53.55066668,-130.5483,53.55136668,6,5.7412076,0.2587924,2,0
4054,54_15,PAC 2015-52,2015,8,24,54,699484.4208,959187.5704,-130.5525833,53.55066668,-130.5483,53.55136668,5,4.982555389,0.017444611,1,0
4055,54_19,PAC 2015-52,2015,8,24,54,699559.6986,959203.2129,-130.5525833,53.55066668,-130.5483,53.55136668,2.909090909,4.147474766,1.238383857,3,0
4056,54_5,PAC 2015-52,2015,8,24,54,699296.2264,959148.464,-130.5525833,53.55066668,-130.5483,53.55136668,14,14.09558773,0.09558773,1,0
4057,54_6,PAC 2015-52,2015,8,24,54,699315.0458,959152.3747,-130.5525833,53.55066668,-130.5483,53.55136668,13,13.14993763,0.14993763,1,0
4058,54_7,PAC 2015-52,2015,8,24,54,699333.8653,959156.2853,-130.5525833,53.55066668,-130.5483,53.55136668,12,11.98496914,0.015030861,2,0
4059,54_9,PAC 2015-52,2015,8,24,54,699371.5041,959164.1066,-130.5525833,53.55066668,-130.5483,53.55136668,11,10.75128365,0.248716354,1,0
4133,56_1,PAC 2015-52,2015,8,25,56,727115.5601,927479.9778,-130.1035833,53.28280001,-130.0995333,53.28348335,13.7037037,13.43204212,0.527686543,8,0
4134,56_16,PAC 2015-52,2015,8,25,56,727395.015,927541.8288,-130.1035833,53.28280001,-130.0995333,53.28348335,9,9.274216652,0.274216652,1,0
4135,56_18,PAC 2015-52,2015,8,25,56,727432.2757,927550.0755,-130.1035833,53.28280001,-130.0995333,53.28348335,3,2.772655725,0.227344275,1,0
4136,56_2,PAC 2015-52,2015,8,25,56,727134.1904,927484.1012,-130.1035833,53.28280001,-130.0995333,53.28348335,12,11.82333088,0.176669121,4,0
4137,56_8,PAC 2015-52,2015,8,25,56,727245.9724,927508.8416,-130.1035833,53.28280001,-130.0995333,53.28348335,11,11.02214813,0.022148132,6,0
4183,57_4,PAC 2015-52,2015,8,25,57,726753.9343,930539.1195,-130.1123167,53.31013333,-130.1113,53.30874999,12.38461538,12.53831959,0.508842982,7,0
4184,57_5,PAC 2015-52,2015,8,25,57,726760.8508,930520.4442,-130.1123167,53.31013333,-130.1113,53.30874999,10,10.18384552,0.759954565,6,0
4185,57_6,PAC 2015-52,2015,8,25,57,726767.7673,930501.7689,-130.1123167,53.31013333,-130.1113,53.30874999,6.75,7.632075787,1.158018947,2,0
4186,57_7,PAC 2015-52,2015,8,25,57,726774.6838,930483.0936,-130.1123167,53.31013333,-130.1113,53.30874999,3,3.927227497,0.927227497,1,0
4187,57_8,PAC 2015-52,2015,8,25,57,726781.6003,930464.4183,-130.1123167,53.31013333,-130.1113,53.30874999,1,1.62389493,0.62389493,1,0
4188,57_9,PAC 2015-52,2015,8,25,57,726788.5168,930445.743,-130.1123167,53.31013333,-130.1113,53.30874999,-2,-1.379033089,0.620966911,1,0
4216,58_1,PAC 2015-52,2015,8,25,58,724204.6644,931970.7955,-130.1514667,53.32165,-130.15085,53.3224,6,5.593705654,0.406294346,1,0
4217,58_11,PAC 2015-52,2015,8,25,58,724294.3218,932129.5492,-130.1514667,53.32165,-130.15085,53.3224,-2,-3.387941837,1.387941837,1,0
4218,58_4,PAC 2015-52,2015,8,25,58,724231.5616,932018.4216,-130.1514667,53.32165,-130.15085,53.3224,10.92682927,8.642355919,2.284473349,5,0
4219,58_6,PAC 2015-52,2015,8,25,58,724249.4931,932050.1723,-130.1514667,53.32165,-130.15085,53.3224,8,8.112642288,0.112642288,1,0
4220,58_8,PAC 2015-52,2015,8,25,58,724267.4246,932081.9231,-130.1514667,53.32165,-130.15085,53.3224,4,4.846804619,0.846804619,1,0
4221,58_9,PAC 2015-52,2015,8,25,58,724276.3903,932097.7984,-130.1514667,53.32165,-130.15085,53.3224,2.310344828,1.36869514,1.081499568,6,0
4256,59_1,PAC 2015-52,2015,8,25,59,721675.1652,933312.2713,-130.1911667,53.33228334,-130.1928,53.33358332,5,2.860986233,2.139013767,4,0
4257,59_4,PAC 2015-52,2015,8,25,59,721643.9975,933359.5155,-130.1911667,53.33228334,-130.1928,53.33358332,0,-0.076463319,0.076463319,1,0
4258,59_6,PAC 2015-52,2015,8,25,59,721623.2191,933391.0117,-130.1911667,53.33228334,-130.1928,53.33358332,-2,-2.232880354,0.232880354,1,0
4259,59_8,PAC 2015-52,2015,8,25,59,721602.4407,933422.5079,-130.1911667,53.33228334,-130.1928,53.33358332,-3,-3.047782898,0.047782898,1,0
4291,60_1,PAC 2015-52,2015,8,25,60,720333.0875,935204.0826,-130.2130167,53.3485,-130.2133,53.34873333,14,11.59450436,2.405495644,1,0
4292,60_3,PAC 2015-52,2015,8,25,60,720313.1678,935235.4064,-130.2130167,53.3485,-130.2133,53.34873333,10,9.743188858,0.256811142,1,0
4293,60_4,PAC 2015-52,2015,8,25,60,720303.208,935251.0682,-130.2130167,53.3485,-130.2133,53.34873333,8,7.755066872,0.244933128,1,0
4294,60_6,PAC 2015-52,2015,8,25,60,720283.2884,935282.392,-130.2130167,53.3485,-130.2133,53.34873333,4.5,5.575089931,1.5,2,0
4317,61_2,PAC 2015-52,2015,8,25,61,722213.5654,935769.5552,-130.1851333,53.35438334,-130.18585,53.35466668,4,4.302306652,0.302306652,6,0
4318,61_3,PAC 2015-52,2015,8,25,61,722198.2295,935781.1029,-130.1851333,53.35438334,-130.18585,53.35466668,6.052631579,5.233729362,0.966520761,6,1
4319,61_4,PAC 2015-52,2015,8,25,61,722182.8937,935792.6505,-130.1851333,53.35438334,-130.18585,53.35466668,3,2.279099464,0.720900536,1,0
4320,61_6,PAC 2015-52,2015,8,25,61,722152.222,935815.7458,-130.1851333,53.35438334,-130.18585,53.35466668,-1.6,-3.057678223,1.834606934,2,0
4357,62_1,PAC 2015-52,2015,8,25,62,719737.5926,937320.7931,-130.2240333,53.36676668,-130.2247833,53.36658335,11,10.4292345,0.856921832,3,0
4358,62_2,PAC 2015-52,2015,8,25,62,719720.0737,937314.7906,-130.2240333,53.36676668,-130.2247833,53.36658335,7.375,7.937965393,0.609491348,2,0
4359,62_3,PAC 2015-52,2015,8,25,62,719702.5548,937308.7881,-130.2240333,53.36676668,-130.2247833,53.36658335,4.964285714,4.922222614,0.700793539,3,0
4360,62_4,PAC 2015-52,2015,8,25,62,719685.0359,937302.7856,-130.2240333,53.36676668,-130.2247833,53.36658335,3,1.166768312,1.833231688,1,0
4361,62_5,PAC 2015-52,2015,8,25,62,719667.517,937296.7831,-130.2240333,53.36676668,-130.2247833,53.36658335,-1,-0.924501836,0.075498164,1,1
4362,62_6,PAC 2015-52,2015,8,25,62,719649.9981,937290.7807,-130.2240333,53.36676668,-130.2247833,53.36658335,-4,-2.694248199,1.305751801,1,0
4403,63_1,PAC 2015-52,2015,8,25,63,716858.7252,938711.8876,-130.2683167,53.37805001,-130.2688667,53.37880001,13.54545455,14.21203232,0.666577773,3,0
4404,63_11,PAC 2015-52,2015,8,25,63,716795.2407,938885.2354,-130.2683167,53.37805001,-130.2688667,53.37880001,-1,-1.001346588,0.001346588,1,0
4405,63_2,PAC 2015-52,2015,8,25,63,716852.3767,938729.2224,-130.2683167,53.37805001,-130.2688667,53.37880001,11.36363636,11.41218662,0.476050897,3,0
4406,63_4,PAC 2015-52,2015,8,25,63,716839.6798,938763.892,-130.2683167,53.37805001,-130.2688667,53.37880001,9.545454545,9.060099602,0.539990945,3,0
4407,63_5,PAC 2015-52,2015,8,25,63,716833.3314,938781.2267,-130.2683167,53.37805001,-130.2688667,53.37880001,6.275862069,6.988543987,0.996444686,6,0
4408,63_6,PAC 2015-52,2015,8,25,63,716826.9829,938798.5615,-130.2683167,53.37805001,-130.2688667,53.37880001,2.6,2.826844931,0.434631014,3,0
4409,63_9,PAC 2015-52,2015,8,25,63,716807.9376,938850.5659,-130.2683167,53.37805001,-130.2688667,53.37880001,-2,-1.594724298,0.405275702,1,0
4458,64_1,PAC 2015-52,2015,8,26,64,710117.2569,945791.2464,-130.3757167,53.43761667,-130.3738667,53.43865,13.31578947,13.65758896,0.55805909,3,1
4459,64_11,PAC 2015-52,2015,8,26,64,710266.036,945914.7488,-130.3757167,53.43761667,-130.3738667,53.43865,0,-0.779907763,0.779907763,1,0
4460,64_3,PAC 2015-52,2015,8,26,64,710147.0127,945815.9469,-130.3757167,53.43761667,-130.3738667,53.43865,12,11.80177116,0.198228836,1,0
4461,64_4,PAC 2015-52,2015,8,26,64,710161.8906,945828.2971,-130.3757167,53.43761667,-130.3738667,53.43865,10,10.4372282,0.437228203,1,0
4462,64_5,PAC 2015-52,2015,8,26,64,710176.7685,945840.6474,-130.3757167,53.43761667,-130.3738667,53.43865,8,8.044900894,0.044900894,3,0
4463,64_7,PAC 2015-52,2015,8,26,64,710206.5243,945865.3478,-130.3757167,53.43761667,-130.3738667,53.43865,6.5,7.130464554,0.630464554,4,0
4464,64_8,PAC 2015-52,2015,8,26,64,710221.4022,945877.6981,-130.3757167,53.43761667,-130.3738667,53.43865,4.576923077,4.408886433,0.514017472,3,0
4465,64_9,PAC 2015-52,2015,8,26,64,710236.2801,945890.0483,-130.3757167,53.43761667,-130.3738667,53.43865,2.545454545,1.785096645,0.7603579,3,0
4501,65_1,PAC 2015-52,2015,8,26,65,706580.2879,949931.1489,-130.4334333,53.47275,-130.4344333,53.47413333,15,15.05614281,0.056142807,7,0
4502,65_11,PAC 2015-52,2015,8,26,65,706518.1296,950105.3905,-130.4334333,53.47275,-130.4344333,53.47413333,3,4.689368248,1.689368248,1,0
4503,65_12,PAC 2015-52,2015,8,26,65,706511.9138,950122.8147,-130.4334333,53.47275,-130.4344333,53.47413333,1,0.524149656,0.475850344,1,1
4504,65_4,PAC 2015-52,2015,8,26,65,706561.6404,949983.4213,-130.4334333,53.47275,-130.4344333,53.47413333,14,14.0185833,0.018583298,1,0
4505,65_5,PAC 2015-52,2015,8,26,65,706555.4246,950000.8455,-130.4334333,53.47275,-130.4344333,53.47413333,13,13.23094082,0.230940819,1,0
4506,65_6,PAC 2015-52,2015,8,26,65,706549.2088,950018.2697,-130.4334333,53.47275,-130.4344333,53.47413333,11.14285714,11.09635448,0.211681775,3,0
4507,65_8,PAC 2015-52,2015,8,26,65,706536.7771,950053.118,-130.4334333,53.47275,-130.4344333,53.47413333,9.45,9.953600883,0.545360088,2,0
4508,65_9,PAC 2015-52,2015,8,26,65,706530.5613,950070.5422,-130.4334333,53.47275,-130.4344333,53.47413333,6.473684211,6.6386199,0.507295784,2,0
4549,66_2,PAC 2015-52,2015,8,26,66,707667.7989,951649.2306,-130.4183,53.48840001,-130.4172,53.48805002,3,3.054249525,0.054249525,2,0
4550,66_3,PAC 2015-52,2015,8,26,66,707684.4403,951638.9207,-130.4183,53.48840001,-130.4172,53.48805002,4,4.131402016,0.131402016,3,0
4551,66_5,PAC 2015-52,2015,8,26,66,707717.723,951618.3009,-130.4183,53.48840001,-130.4172,53.48805002,5.578947368,4.480046272,1.098901096,5,0
4552,66_8,PAC 2015-52,2015,8,26,66,707767.6471,951587.3713,-130.4183,53.48840001,-130.4172,53.48805002,2,1.905575514,0.094424486,1,0
4553,66_9,PAC 2015-52,2015,8,26,66,707784.2884,951577.0615,-130.4183,53.48840001,-130.4172,53.48805002,-0.121212121,1.077063322,1.198275443,4,0
4593,67_2,PAC 2015-52,2015,8,26,67,707965.2669,952899.7198,-130.4153167,53.49984999,-130.4169667,53.50033334,14.33333333,14.65966797,0.780110677,2,0
4594,67_3,PAC 2015-52,2015,8,26,67,707947.9466,952909.6626,-130.4153167,53.49984999,-130.4169667,53.50033334,10.42857143,11.29208088,0.863509451,2,0
4595,67_4,PAC 2015-52,2015,8,26,67,707930.6263,952919.6054,-130.4153167,53.49984999,-130.4169667,53.50033334,8.4,8.34765625,0.46953125,2,0
4596,67_5,PAC 2015-52,2015,8,26,67,707913.306,952929.5482,-130.4153167,53.49984999,-130.4169667,53.50033334,6.538461538,6.810828686,0.476090101,2,0
4597,67_6,PAC 2015-52,2015,8,26,67,707895.9857,952939.491,-130.4153167,53.49984999,-130.4169667,53.50033334,4,4.059174538,0.059174538,1,0
4598,67_8,PAC 2015-52,2015,8,26,67,707861.345,952959.3766,-130.4153167,53.49984999,-130.4169667,53.50033334,-0.631578947,1.549624205,2.181203152,3,0
4599,67_9,PAC 2015-52,2015,8,26,67,707844.0247,952969.3194,-130.4153167,53.49984999,-130.4169667,53.50033334,2,2.075400352,0.075400352,1,0
4634,68_6,PAC 2015-52,2015,8,26,68,708430.4947,952910.0318,-130.4091667,53.50019999,-130.4072667,53.50011667,-0.4,1.276205897,1.676205897,2,0
4635,68_8,PAC 2015-52,2015,8,26,68,708469.7449,952904.6576,-130.4091667,53.50019999,-130.4072667,53.50011667,3,2.862562418,0.137437582,4,0
4636,68_9,PAC 2015-52,2015,8,26,68,708489.37,952901.9704,-130.4091667,53.50019999,-130.4072667,53.50011667,2,1.785076499,0.214923501,7,0
4683,69_2,PAC 2015-52,2015,8,26,69,706633.9172,953041.4664,-130.4351833,53.50024999,-130.4337667,53.49966666,10,9.512151718,0.487848282,1,0
4684,69_4,PAC 2015-52,2015,8,26,69,706662.6328,953018.7411,-130.4351833,53.50024999,-130.4337667,53.49966666,9,8.983798027,0.016201973,1,0
4685,69_5,PAC 2015-52,2015,8,26,69,706676.9906,953007.3785,-130.4351833,53.50024999,-130.4337667,53.49966666,8,7.530754089,0.469245911,1,0
4686,69_7,PAC 2015-52,2015,8,26,69,706705.7062,952984.6532,-130.4351833,53.50024999,-130.4337667,53.49966666,6,5.531799793,0.468200207,2,0
4687,69_8,PAC 2015-52,2015,8,26,69,706720.064,952973.2905,-130.4351833,53.50024999,-130.4337667,53.49966666,5,4.845585346,0.154414654,1,0
4688,69_9,PAC 2015-52,2015,8,26,69,706734.4218,952961.9279,-130.4351833,53.50024999,-130.4337667,53.49966666,1.338028169,4.247534752,2.909506583,7,1
4732,70_8,PAC 2015-52,2015,8,26,70,705389.0379,953581.7359,-130.4534333,53.50394999,-130.4548333,53.50453332,-0.405405405,1.733418703,2.138824108,8,1
4733,70_9,PAC 2015-52,2015,8,26,70,705374.3827,953593.4743,-130.4534333,53.50394999,-130.4548333,53.50453332,2,1.895683527,0.104316473,7,1
4783,71_1,PAC 2015-52,2015,8,26,71,708981.3403,953939.5859,-130.4010667,53.50991666,-130.40205,53.51086667,10,10.41288853,0.412888527,1,0
4784,71_13,PAC 2015-52,2015,8,26,71,708871.1111,954147.083,-130.4010667,53.50991666,-130.40205,53.51086667,-1,0.876016021,1.876016021,1,0
4785,71_3,PAC 2015-52,2015,8,26,71,708962.9688,953974.1688,-130.4010667,53.50991666,-130.40205,53.51086667,12,11.58159924,0.418400764,4,1
4786,71_4,PAC 2015-52,2015,8,26,71,708953.783,953991.4602,-130.4010667,53.50991666,-130.40205,53.51086667,11,11.28146267,0.281462669,1,0
4787,71_5,PAC 2015-52,2015,8,26,71,708944.5972,954008.7516,-130.4010667,53.50991666,-130.40205,53.51086667,9,8.53223896,0.46776104,1,0
4788,71_7,PAC 2015-52,2015,8,26,71,708926.2257,954043.3344,-130.4010667,53.50991666,-130.40205,53.51086667,7,6.406943798,0.593056202,3,0
4789,71_8,PAC 2015-52,2015,8,26,71,708917.0399,954060.6259,-130.4010667,53.50991666,-130.40205,53.51086667,4.083333333,3.882885695,1.009759525,2,0
4833,72_1,PAC 2015-52,2015,8,26,72,710353.851,955584.9207,-130.3812167,53.52529999,-130.3800167,53.52571665,3,2.959907532,0.040092468,1,0
4834,72_10,PAC 2015-52,2015,8,26,72,710501.7129,955659.6577,-130.3812167,53.52529999,-130.3800167,53.52571665,-2.588235294,-1.316575527,1.271659767,6,0
4835,72_6,PAC 2015-52,2015,8,26,72,710435.9965,955626.4413,-130.3812167,53.52529999,-130.3800167,53.52571665,2,1.683191061,0.316808939,3,0
4836,72_7,PAC 2015-52,2015,8,26,72,710452.4256,955634.7454,-130.3812167,53.52529999,-130.3800167,53.52571665,1,1.331477761,0.331477761,3,0
4837,72_8,PAC 2015-52,2015,8,26,72,710468.8547,955643.0495,-130.3812167,53.52529999,-130.3800167,53.52571665,0,-0.375585377,0.375585377,2,0
4838,72_9,PAC 2015-52,2015,8,26,72,710485.2838,955651.3536,-130.3812167,53.52529999,-130.3800167,53.52571665,-1,-0.946531832,0.053468168,3,0
4879,73_10,PAC 2015-52,2015,8,24,73,700908.973,957611.6536,-130.5242333,53.53738333,-130.52505,53.53763332,1.3125,3.501870871,2.189370871,2,0
4880,73_3,PAC 2015-52,2015,8,24,73,701023.3506,957542.9808,-130.5242333,53.53738333,-130.52505,53.53763332,11.75609756,10.37764072,1.378456837,8,0
4881,73_4,PAC 2015-52,2015,8,24,73,701007.011,957552.7912,-130.5242333,53.53738333,-130.52505,53.53763332,10,10.06357002,0.063570023,1,0
4882,73_8,PAC 2015-52,2015,8,24,73,700941.6523,957592.0328,-130.5242333,53.53738333,-130.52505,53.53763332,6,6.23846817,0.23846817,1,0
4883,73_9,PAC 2015-52,2015,8,24,73,700925.3126,957601.8432,-130.5242333,53.53738333,-130.52505,53.53763332,-3,-5.10822773,2.10822773,1,0
4923,74_1,PAC 2015-52,2015,8,24,74,699681.7338,958894.5413,-130.5458,53.5484333,-130.5456,53.54756667,7,6.894937515,0.105062485,8,0
4924,74_2,PAC 2015-52,2015,8,24,74,699683.0952,958875.5808,-130.5458,53.5484333,-130.5456,53.54756667,5.6,5.686449051,0.46271019,3,0
4925,74_3,PAC 2015-52,2015,8,24,74,699684.4566,958856.6204,-130.5458,53.5484333,-130.5456,53.54756667,4,3.953377724,0.046622276,2,0
4926,74_4,PAC 2015-52,2015,8,24,74,699685.8181,958837.6599,-130.5458,53.5484333,-130.5456,53.54756667,0.676470588,2.085294962,1.408824374,3,0
4927,74_7,PAC 2015-52,2015,8,24,74,699689.9023,958780.7785,-130.5458,53.5484333,-130.5456,53.54756667,3,2.17810154,0.82189846,3,0
4972,75_1,PAC 2015-52,2015,8,24,75,700362.3372,963554.0373,-130.5404833,53.59099998,-130.5409167,53.59124997,3.324324324,6.425080776,3.100756452,5,0
4973,75_6,PAC 2015-52,2015,8,24,75,700305.2585,963617.3007,-130.5404833,53.59099998,-130.5409167,53.59124997,-4,-7.839140415,3.839140415,1,0
5004,76_3,PAC 2015-52,2015,8,24,76,699268.1166,963967.7307,-130.557,53.59379997,-130.5574167,53.59428336,4.428571429,3.931170464,0.497400965,6,0
5005,76_5,PAC 2015-52,2015,8,24,76,699252.6384,964003.6025,-130.557,53.59379997,-130.5574167,53.59428336,3,2.734971046,0.265028954,1,0
5006,76_6,PAC 2015-52,2015,8,24,76,699244.8993,964021.5385,-130.557,53.59379997,-130.5574167,53.59428336,1,2.207473993,1.207473993,3,0
5007,76_7,PAC 2015-52,2015,8,24,76,699237.1602,964039.4744,-130.557,53.59379997,-130.5574167,53.59428336,-2.551724138,-5.161976814,2.610252676,3,1
5019,77_1,PAC 2015-52,2015,8,24,77,699097.4246,964678.0477,-130.5598833,53.60024999,-130.5579334,53.60088336,5,5.204934597,0.204934597,2,0
5020,77_10,PAC 2015-52,2015,8,24,77,699249.9198,964749.3996,-130.5598833,53.60024999,-130.5579334,53.60088336,1,0.934610724,0.065389276,1,0
5021,77_13,PAC 2015-52,2015,8,24,77,699300.7516,964773.1836,-130.5598833,53.60024999,-130.5579334,53.60088336,2,2.152252197,0.152252197,4,1
5022,77_2,PAC 2015-52,2015,8,24,77,699114.3685,964685.9757,-130.5598833,53.60024999,-130.5579334,53.60088336,4,4.495268822,0.495268822,1,0
5023,77_5,PAC 2015-52,2015,8,24,77,699165.2003,964709.7597,-130.5598833,53.60024999,-130.5579334,53.60088336,3,2.94644022,0.05355978,4,0
5024,77_7,PAC 2015-52,2015,8,24,77,699199.0881,964725.6157,-130.5598833,53.60024999,-130.5579334,53.60088336,0,0.266408741,0.266408741,1,0
5025,77_8,PAC 2015-52,2015,8,24,77,699216.032,964733.5437,-130.5598833,53.60024999,-130.5579334,53.60088336,-1.458333333,-1.087239504,0.465603292,2,0
5026,78_1,PAC 2015-52,2015,8,24,78,697666.1383,965850.9797,-130.58265,53.6096667,-130.5784334,53.60869999,14,13.77745152,0.222548485,2,0
5027,78_10,PAC 2015-52,2015,8,24,78,697827.3871,965776.16,-130.58265,53.6096667,-130.5784334,53.60869999,8,8.074148178,0.074148178,5,0
5028,78_11,PAC 2015-52,2015,8,24,78,697845.3036,965767.8467,-130.58265,53.6096667,-130.5784334,53.60869999,5,5.380735874,0.380735874,1,0
5029,78_12,PAC 2015-52,2015,8,24,78,697863.2202,965759.5334,-130.58265,53.6096667,-130.5784334,53.60869999,4,3.893390417,0.106609583,1,0
5030,78_19,PAC 2015-52,2015,8,24,78,697988.6359,965701.3403,-130.58265,53.6096667,-130.5784334,53.60869999,0,-0.149146929,0.149146929,1,0
5031,78_2,PAC 2015-52,2015,8,24,78,697684.0548,965842.6664,-130.58265,53.6096667,-130.5784334,53.60869999,13,12.42394924,0.576050758,4,1
5032,78_3,PAC 2015-52,2015,8,24,78,697701.9714,965834.3531,-130.58265,53.6096667,-130.5784334,53.60869999,12,12.26955223,0.269552231,1,0
5033,78_7,PAC 2015-52,2015,8,24,78,697773.6375,965801.0999,-130.58265,53.6096667,-130.5784334,53.60869999,10,10.04209614,0.042096138,2,0
5034,78_9,PAC 2015-52,2015,8,24,78,697809.4706,965784.4733,-130.58265,53.6096667,-130.5784334,53.60869999,9,8.499788284,0.500211716,3,0
5035,79_1,PAC 2015-52,2015,8,24,79,699007.7925,967484.8998,-130.5639333,53.62508335,-130.5618834,53.62476667,12.76271186,9.755999565,3.006712299,5,0
5036,79_2,PAC 2015-52,2015,8,24,79,699025.6335,967478.9876,-130.5639333,53.62508335,-130.5618834,53.62476667,7,7.56650877,0.56650877,1,0
5037,79_5,PAC 2015-52,2015,8,24,79,699079.1564,967461.2512,-130.5639333,53.62508335,-130.5618834,53.62476667,-0.738095238,1.028921962,1.7670172,3,0
5038,79_8,PAC 2015-52,2015,8,24,79,699132.6794,967443.5147,-130.5639333,53.62508335,-130.5618834,53.62476667,2.538461538,1.888146758,0.65031478,5,1
5041,80_3,PAC 2015-52,2015,8,22,80,730287.1269,950765.9606,-130.0765667,53.49273332,-130.0769167,53.49248333,8,6.496692181,1.847171637,3,0
5042,80_5,PAC 2015-52,2015,8,22,80,730261.9002,950738.9192,-130.0765667,53.49273332,-130.0769167,53.49248333,2.909090909,5.432032585,2.522941676,2,1
5043,81_1,PAC 2015-52,2015,8,23,81,724093.2,955424.7355,-130.1738333,53.53091666,-130.1733333,53.53055,9.25,8.59217453,1.05260849,4,0
